Series Name,Country Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Lower secondary completion rate, total (% of relevant age group)",Togo,13.66759968,13.16176987,14.17428017,..,12.2420702,15.89665985,16.00572968,..,..,20.64587021,22.44658089,26.36260033,29.77923965,32.24180984,35.17518997,39.71363068,40.21472931,34.26726913,36.26158905,..,36.20581055,40.04079056,..,39.22957993,37.84329987,40.81356049,42.52360153,46.5775795,47.92052078,50.08897018
"Over-age students, primary (% of enrollment)",Togo,28.49174,29.60638,..,..,29.93398,28.50026,25.25036,27.40101,..,23.85809,20.75889,20.24213,18.13543,17.58358,16.65438,15.96467,15.27524,15.43524,14.35598,..,..,..,..,..,..,19.09142,19.0915,18.20625,17.88988,..
"Share of youth not in education, employment or training, total (% of youth population)",Togo,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.81000042,..,..,..,..,9.359999657,..,..,16.32999992,9.850000381,..,25.07999992,..,..
"Unemployment, female (% of female labor force) (modeled ILO estimate)",Togo,..,4.119999886,4.190000057,4.289999962,4.440000057,4.320000172,4.269999981,4.349999905,4.340000153,4.380000114,4.389999866,4.380000114,4.409999847,4.400000095,4.340000153,4.289999962,4.159999847,3.400000095,2.819999933,2.5,2.049999952,1.639999986,1.659999967,1.690000057,1.669999957,1.690000057,2.25,2.769999981,2.710000038,2.670000076
"Unemployment, female (% of female labor force) (national estimate)",Togo,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.170000076,..,..,..,..,1.659999967,..,..,4.650000095,1.700000048,..,2.819999933,..,..
"Unemployment, male (% of male labor force) (modeled ILO estimate)",Togo,..,4.380000114,4.429999828,4.539999962,4.480000019,4.579999924,4.630000114,4.539999962,4.550000191,4.579999924,4.53000021,4.5,4.550000191,4.550000191,4.510000229,4.429999828,4.289999962,3.779999971,3.309999943,3.059999943,2.690000057,2.289999962,2.400000095,2.50999999,2.599999905,2.680000067,3.589999914,4.639999866,4.550000191,4.480000019
"Unemployment, male (% of male labor force) (national estimate)",Togo,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.300000191,..,..,..,..,2.319999933,..,..,6.53000021,2.710000038,..,4.730000019,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",Togo,..,4.260000229,4.320000172,4.429999828,4.460000038,4.460000038,4.460000038,4.449999809,4.449999809,4.489999771,4.460000038,4.440000057,4.480000019,4.480000019,4.429999828,4.360000134,4.230000019,3.599999905,3.079999924,2.799999952,2.390000105,1.980000019,2.049999952,2.119999886,2.160000086,2.200000048,2.950000048,3.74000001,3.660000086,3.599999905
"Unemployment, total (% of total labor force) (national estimate)",Togo,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.230000019,..,..,..,..,1.980000019,..,..,5.46999979,2.200000048,..,3.74000001,..,..
"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",Togo,..,7.820000172,7.929999828,8.119999886,8.270000458,8.199999809,8.149999619,8.180000305,8.210000038,8.300000191,8.329999924,8.31000042,8.399999619,8.420000076,8.340000153,8.220000267,7.96999979,6.289999962,4.96999979,4.190000057,3.25999999,2.450000048,2.930000067,3.480000019,3.980000019,4.539999962,5.900000095,6.949999809,6.809999943,6.739999771
"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",Togo,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.349999905,..,..,..,..,2.309999943,..,..,4.480000019,4.119999886,..,7.400000095,..,..
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",Togo,..,6.760000229,6.789999962,6.860000134,6.889999866,7.170000076,7.099999905,6.940000057,6.949999809,7.010000229,6.940000057,6.909999847,7.010000229,7.050000191,6.960000038,6.789999962,6.659999847,5.960000038,5.329999924,4.989999771,4.449999809,3.859999895,3.920000076,3.940000057,3.930000067,3.900000095,7.059999943,11.68999958,11.51000023,11.39000034
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",Togo,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.21999979,..,..,..,..,3.470000029,..,..,7.190000057,3.670000076,..,12.27999973,..,..
"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",Togo,..,7.289999962,7.369999886,7.489999771,7.590000153,7.690000057,7.639999866,7.579999924,7.599999905,7.679999828,7.659999847,7.639999866,7.739999771,7.760000229,7.679999828,7.539999962,7.349999905,6.130000114,5.139999866,4.570000172,3.829999924,3.119999886,3.400000095,3.700000048,3.960000038,4.239999771,6.440000057,9.170000076,9,8.890000343
"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",Togo,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.800000191,..,..,..,..,2.890000105,..,..,5.78000021,3.880000114,..,9.510000229,..,..
Access to electricity (% of population),Tunisia,..,..,..,..,86.8,88.7,90.4,92,93.2,94.2,94.8,97.3,97.8,98.4,99,99.3,99.4,99.4,99.4,99.5,99.5,99.5,99.5,99.7,99.8,99.9,100,100,99.8,..
"Children in employment, total (% of children ages 7-14)",Tunisia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.4,..,..,..,..,..,..,..
"Children out of school, primary",Tunisia,74980,63903,60141,50550,51072,48530,61100,75683,..,73986,58775,34873,8409,11614,13482,13365,15301,24782,20749,14284,11187,11208,13913,11036,..,..,..,..,..,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Tunisia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",Tunisia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.0811615,..,39.33469009,40.50716019,39.82400894,..,..,..,44.59070969,..,..,..
"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",Tunisia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.29506969,..,12.50063038,13.2652998,12.35313988,..,..,..,15.15783978,..,..,..
"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",Tunisia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.29506969,..,12.50063038,13.2652998,12.35313988,..,..,..,15.15783978,..,..,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Tunisia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",Tunisia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",Tunisia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment in agriculture (% of total employment) (modeled ILO estimate),Tunisia,..,22.12999916,21.98999977,21.90999985,21.79999924,21.70999908,21.48999977,21.27000046,21,20.65999985,20.29999924,19.92000008,19.71999931,19.29999924,18.75,18.53000069,19.44000053,18.70000076,18.02000046,18.46999931,17.95000076,16.36000061,17.06999969,15.36999989,14.86999989,14.75,14.77000046,14.81000042,14.27999973,13.80000019
Employment in industry (% of total employment) (modeled ILO estimate),Tunisia,..,30.63999939,30.87000084,30.79000092,30.76000023,30.64999962,30.89999962,31.02000046,31.19000053,31.48999977,31.65999985,31.85000038,31.63999939,31.90999985,32.40999985,32.41999817,32.29999924,32.84999847,33.52999878,32.33000183,33.41999817,33.72999954,33.13999939,33.38000107,33.54999924,33.09999847,33.34999847,33.29000092,33.5,33.45999908
Employment in services (% of total employment) (modeled ILO estimate),Tunisia,..,47.22999954,47.15000153,47.29999924,47.43999863,47.63999939,47.61000061,47.72000122,47.81000137,47.84999847,48.04000092,48.22999954,48.65000153,48.79000092,48.84000015,49.04999924,48.25999832,48.43999863,48.45000076,49.20000076,48.63000107,49.90999985,49.79000092,51.25,51.58000183,52.13999939,51.88000107,51.90000153,52.22000122,52.75
GDP growth (annual %),Tunisia,7.949819436,3.904545301,7.805728857,2.189828889,3.178411391,2.351669888,7.146080839,5.440943436,4.783762572,6.054634515,4.709859945,3.796183827,1.322563618,4.702411815,6.235793869,3.486535815,5.244195185,6.709620392,4.237776836,3.043448955,3.510608639,-1.91717768,3.997674002,2.875523842,2.971398345,1.194541753,1.159600975,1.916928327,2.664453323,..
Informal employment (% of total non-agricultural employment),Tunisia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Informal employment, female (% of total non-agricultural employment)",Tunisia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",Tunisia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74.29699707,..,..,77.19039917,77.7146225,..,79.13057709,79.65390778,80.21875,..,79.03643036,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",Tunisia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.33898163,..,..,96.29969025,96.8184967,..,97.17172241,97.30444336,96.86499786,..,96.20909882,..,..,..,..,..
"Lower secondary completion rate, total (% of relevant age group)",Tunisia,34.10913849,45.16801071,42.23432159,44.8646698,48.90763855,50.92707825,51.9425087,55.90571976,..,..,..,..,..,..,70.65601349,69.37921143,67.34420776,..,71.81723785,80.52268219,73.99820709,..,..,70.03427887,71.93106842,70.77581787,..,73.33209991,77.38397217,..
"Over-age students, primary (% of enrollment)",Tunisia,16.93772,16.40199,15.9436,14.90944,15.6455,15.19964,14.94155,14.61146,..,15.79239,15.2694,13.74696,11.32045,11.04998,10.72482,10.50122,10.05056,7.85454,6.79814,6.06598,5.98946,5.32418,4.82023,4.78966,4.70924,4.44746,4.35069,4.76621,5.24458,..
"Share of youth not in education, employment or training, total (% of youth population)",Tunisia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.21999931,..,..,..,..,..,..,..,..,..
"Unemployment, female (% of female labor force) (modeled ILO estimate)",Tunisia,..,16.84000015,17.31999969,17.05999947,17.15999985,17.07999992,17.43000031,17.34000015,16.86000061,16.57999992,16.11000061,15.56000042,15.73999977,16.20000076,16.45999908,15.17000008,15.14999962,15.15999985,15.94999981,18.79999924,18.96999931,27.42000008,25.65999985,23.04999924,21.43000031,22.22999954,23.26000023,22.95000076,22.95999908,22.40999985
"Unemployment, female (% of female labor force) (national estimate)",Tunisia,..,..,..,..,..,..,..,17.34000015,..,16.55999947,16.10000038,15.56000042,15.72999954,16.18000031,..,15.15999985,15.14000034,15.14999962,15.93999958,18.77000046,18.94000053,27.37000084,25.61000061,23,..,22.20999908,23.45999908,22.62999916,22.76000023,22.18000031
"Unemployment, male (% of male labor force) (modeled ILO estimate)",Tunisia,..,15.27999973,15.27000046,15.56000042,15.59000015,15.60999966,15.5,15.48999977,15.11999989,14.77000046,14.56000042,14.01000023,14.14999962,13.93000031,13.46000004,12.06000042,11.55000019,11.34000015,11.15999985,11.28999996,10.90999985,15.06999969,14.67000008,13.28999996,12.64000034,12.40999985,12.52999973,12.48999977,12.60999966,12.39000034
"Unemployment, male (% of male labor force) (national estimate)",Tunisia,..,..,..,..,..,..,..,15.48999977,..,14.75,14.55000019,14.01000023,14.14000034,13.90999985,..,12.06000042,11.53999996,11.34000015,11.14999962,11.27000046,10.89000034,15.03999996,14.63000011,13.26000023,..,12.39999962,12.36999989,12.39000034,12.5,12.27000046
"Unemployment, total (% of total labor force) (modeled ILO estimate)",Tunisia,..,15.64000034,15.73999977,15.90999985,15.96000004,15.94999981,15.96000004,15.93999958,15.53999996,15.21000004,14.93999958,14.39999962,14.55000019,14.51000023,14.22999954,12.86999989,12.51000023,12.36999989,12.43999958,13.28999996,13.05000019,18.32999992,17.62999916,15.93000031,15.06000042,15.15999985,15.51000023,15.38000011,15.46000004,15.13000011
"Unemployment, total (% of total labor force) (national estimate)",Tunisia,..,..,..,..,..,..,..,15.93999958,..,15.21000004,14.93999958,14.39999962,14.55000019,14.51000023,14.22999954,12.86999989,12.51000023,12.35999966,12.43999958,13.28999996,13.05000019,18.32999992,17.62999916,15.93000031,..,15.15999985,15.56000042,15.32999992,15.46000004,15.13000011
"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",Tunisia,..,26.34000015,27.23999977,27.34000015,27.75,28.13999939,29,29.36000061,28.68000031,28.25,27.63999939,26.78000069,27.07999992,27.62999916,27.94000053,25.94000053,26.93000031,26.75,27.85000038,30.55999947,32.81000137,45.58000183,42.34000015,37.75,36.00999832,37.65000153,39.16999817,38.79000092,38.91999817,38.18999863
"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",Tunisia,..,..,..,..,..,..,..,29.04000092,..,..,..,..,..,..,..,26.01000023,26.86000061,26.62999916,27.62000084,30.54000092,32.72999954,45.52999878,41.77000046,37.72000122,..,37.40999985,37.90000153,37.18000031,..,..
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",Tunisia,..,32.15999985,32.29999924,32.86999893,32.91999817,33.20999908,33.34999847,33.68000031,33.20999908,32.81999969,32.68000031,31.84000015,32.29999924,32.20999908,31.67000008,29.05999947,28.21999931,28.64999962,28.94000053,31.23999977,27.95999908,41.27999878,36.75,33.79999924,33.40000153,34.11999893,34.63999939,34.68999863,35.16999817,34.75999832
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",Tunisia,..,..,..,..,..,..,..,33.34000015,..,..,..,..,..,..,..,29.22999954,28.03000069,28.47999954,28.78000069,31.05999947,27.84000015,40.79000092,35.70000076,33.38000107,..,33.95000076,33.40000153,33.79999924,..,..
"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",Tunisia,..,30.10000038,30.51000023,30.94000053,31.13999939,31.46999931,31.85000038,32.18999863,31.65999985,31.27000046,30.97999954,30.14999962,30.56999969,30.70000076,30.45999908,28.05999947,27.80999947,28.03000069,28.59000015,31.02000046,29.48999977,42.63000107,38.52000046,35.04999924,34.22000122,35.20000076,36.00999832,35.91999817,36.29000092,35.77999878
"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",Tunisia,..,..,..,..,..,..,..,31.85000038,..,..,..,..,..,..,..,28.19000053,27.65999985,27.87000084,28.38999939,30.88999939,29.38999939,42.27000046,37.63000107,34.74000168,..,35.04000092,34.90000153,34.86999893,..,..
Access to electricity (% of population),Uganda,..,5.6,0.03620720282,0.9934535623,1.951897502,6.8,3.874773026,4.840402126,5.80877924,6.776279449,7.738433361,8.6,7.8,10.54812527,11.44420052,8.9,9,14.02063179,14.87811565,10,12.1,14.6,18.60691643,13.9,20.4,18.5,26.7,31.82337379,42.65,..
"Children in employment, total (% of children ages 7-14)",Uganda,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.17033,..,..,..,..,..,36.7,..,..,..,..,..,..,..
"Children out of school, primary",Uganda,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,318662,575155,370317,..,328897,..,..,..,..,..,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Uganda,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.842110038,..,2.957240105,..,1.698850036,..,..,..,..,..,..,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",Uganda,..,10.96502018,..,..,..,..,..,..,..,..,..,..,11.51887989,..,..,..,..,..,23.6276207,..,28.83011055,..,24.02585983,..,..,..,..,..,..,..
"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",Uganda,..,0.5073000193,..,..,..,..,..,..,..,..,..,..,4.80753994,..,..,..,..,..,6.866580009,..,8.194649696,..,8.14536953,..,..,..,..,..,..,..
"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",Uganda,..,..,..,..,..,..,..,..,..,..,..,..,4.80753994,..,..,..,..,..,6.866580009,..,8.194649696,..,8.14536953,..,..,..,..,..,..,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Uganda,..,1.854580045,..,..,..,..,..,..,..,..,..,..,6.453939915,..,..,..,..,..,8.773889542,..,10.66672993,..,9.869799614,..,..,..,..,..,..,..
"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",Uganda,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",Uganda,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment in agriculture (% of total employment) (modeled ILO estimate),Uganda,..,72.33999634,72.26000214,72.04000092,71.84999847,71.48000336,71.12999725,70.87999725,70.59999847,70.16999817,69.94999695,69.61000061,69.08000183,68.69999695,68.51000214,68.33999634,67.91999817,67.61000061,67.26000214,67.05999756,66.83999634,66.44999695,66.13999939,71.91999817,72.38999939,72.26000214,72.41000366,72.68000031,72.44999695,72.12999725
Employment in industry (% of total employment) (modeled ILO estimate),Uganda,..,7.869999886,7.860000134,7.860000134,7.860000134,7.869999886,7.889999866,7.889999866,7.880000114,7.880000114,7.849999905,7.840000153,7.820000172,7.800000191,7.769999981,7.75,7.760000229,7.78000021,7.820000172,7.800000191,7.880000114,7.940000057,8.020000458,7,6.840000153,6.800000191,6.730000019,6.590000153,6.539999962,6.510000229
